Sl_no,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
954.0,Mahindra,Tuv300,T10 Dual Tone,1022930,1493 cc,3.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1839 mm,3995 mm,1835 mm,SUV,5.0,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184 mm,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,100PS@3750RPM,240Nm@1500-2250rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2680 mm,215/75R15,,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Manual, Internal",384 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,,,,Yes,,,Yes,,Front Row,2225 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,Yes,,,,,,,,,,,,,
955.0,Mahindra,Tuv300,T10 (O) Dual Tone,1055259,1493 cc,3.0,4.0,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60 litres,Diesel,1839 mm,3995 mm,1835 mm,SUV,5.0,18.49 km/litre,,18.49 km/litre,,1590 kg,5,184 mm,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,100PS@3750RPM,240Nm@1500-2250rpm,Digital,Analog,Analog,Yes,7.0,Leather,Manual,2680 mm,215/75R15,,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Manual, Internal",384 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.35 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,,,,Yes,,,Yes,,All Rows,2225 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,
956.0,Maruti Suzuki,S-Cross,1.3L Sigma,880689,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,48 litres,Diesel,1595 mm,4300 mm,1785 mm,Crossover,5.0,23.65 km/litre,,23.65 km/litre,,1215 kg,5,180 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion beam with coil spring,,,205/55 R16,205/55 R16,Electric Power,All Windows,,Remote,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,205/55 R16,,Yes,,,Yes,,,Internal,375 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,
957.0,Maruti Suzuki,S-Cross,1.3L Delta,992689,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,48 litres,Diesel,1595 mm,4300 mm,1785 mm,Crossover,5.0,23.65 km/litre,,23.65 km/litre,,1224 kg,5,180 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,205/60/R16,205/60/R16,Electric Power,All Windows,,Remote,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,205/60/R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,375 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,
958.0,Maruti Suzuki,S-Cross,1.3L Zeta,1043689,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,48 litres,Diesel,1595 mm,4300 mm,1785 mm,Crossover,5.0,23.65 km/litre,,23.65 km/litre,,1233 kg,5,180 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,205/60 R16,205/60 R16,Electric Power,All Windows,,Smart Key,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,205/60/R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",375 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,
959.0,Maruti Suzuki,S-Cross,1.3L Alpha,1143689,1248 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,48 litres,Diesel,1595 mm,4300 mm,1785 mm,Crossover,5.0,23.65 km/litre,,23.65 km/litre,,1240 kg,5,180 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600 mm,205/60R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",375 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,
960.0,Renault,Captur,Rxe Petrol,949999,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1619 mm,4329 mm,1813 mm,SUV,5.0,,,13.86 km/litre,,,5,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/65 R16,215/65 R16,Yes,All Windows,,Yes,106PS@5600rpm,142Nm@4000rpm,Digital,Digital,Analog,Yes,5.0,Fabric,Manual,2673 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,392 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,,Yes,,,,,,Yes,,,,,,
961.0,Renault,Captur,Rxe Diesel,1049999,1461 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,50 litres,Diesel,1619 mm,4329 mm,1813 mm,SUV,5.0,,,20.37 km/litre,,,6,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/65 R16,215/65 R16,Yes,All Windows,,Yes,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,Analog,Yes,5.0,Fabric,Manual,2673 mm,215 65 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,,392 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,,Analog,,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Reach, Rake",,,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,Yes,Yes,,,,,,Yes,,,,,,
962.0,Renault,Captur,Platine Diesel Dual Tone,1299999,1461 cc,4.0,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,50 litres,Diesel,1619 mm,4329 mm,1813 mm,SUV,5.0,,,20.37 km/litre,,,6,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/60 R17,215/60 R17,Yes,All Windows,,Smart Key,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,Analog,Yes,5.0,Leather,Manual,2673 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,392 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
963.0,Renault,Captur,Platine Petrol Dual Tone,1199999,1498 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1619 mm,4329 mm,1813 mm,SUV,5.0,,,13.86 km/litre,,,5,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/60 R17,215/60 R17,Yes,All Windows,,Smart Key,106PS@5600rpm,142Nm@4000rpm,Digital,Digital,Analog,Yes,5.0,Leather,Manual,2673 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Internal,392 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
964.0,Mahindra,Xylo,D2 Bs-Iv,963037,2489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55 litres,Diesel,1895 mm,4520 mm,1850 mm,SUV,5.0,10.7 km/litre,13.6 km/litre,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,205/65R15,205/65R15,Yes,,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,,Yes,Yes,,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog,Yes,5.5 meter,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
965.0,Mahindra,Xylo,D4 Bs-Iv,1004487,2489 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,55 litres,Diesel,1895 mm,4520 mm,1850 mm,SUV,5.0,10.3 km/litre,13.6 km/litre,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,205/65R15,205/65R15,Electric Power,All Windows,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,,Yes,Yes,Digital,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,,,,,,,,,,,Manual Adjustment,,,,,,,,,,Yes,,,,,,,,,,,,,
966.0,Mahindra,Xylo,H4 Bs-Iv,1031951,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1895 mm,4520 mm,1850 mm,SUV,5.0,11.4 km/litre,14.6 km/litre,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,,120PS@4000RPM,280Nm@2400-2800rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,215/75R15,,Yes,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",400 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Manual,Analog,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2475 kg,,,,,,,17.8:1,Rake,,,,,,,,,,,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,,,,,,,,,,,,,
967.0,Mahindra,Xylo,H4 Abs Bs-Iv,1066139,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1895 mm,4520 mm,1850 mm,SUV,5.0,11.4 km/litre,14.6 km/litre,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,,120PS@4000RPM,280Nm@2400-2800rpm,Analog,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,215/75R15,,Yes,Not on offer,Yes,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400 litres,Yes,,Yes,Digital,Front,Yes,Front,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,All Rows,2475 kg,,,,,,,17.8:1,Rake,,,,,Yes,,,,,,,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
968.0,Mahindra,Xylo,H8 Abs Airbags Bs-Iv,1228335,2179 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1895 mm,4520 mm,1850 mm,SUV,5.0,11.4 km/litre,14.6 km/litre,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,Remote,121PS@4000rpm,280Nm@2400-2800rpm,Digital,Analog,Analog,Yes,8.0,Fabric,Manual,2760 mm,215/75R15,,Yes,,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),,"With Remote, Internal",400 litres,Yes,,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,All Rows,2475 kg,"Driver frontal airbag, Front passenger frontal airbag",,,Yes,,2.0,17.8:1,Rake,,,,,Yes,,,,,,,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
969.0,Kia,Seltos,Hte 1.5,989000,1497 cc,4.0,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5.0,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Remote,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2610 mm,205/65 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Manual,433 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,3 Years Unlimited Kilometres,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2.0,,Rake,,,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
970.0,Kia,Seltos,Htk 1.5,1029000,1497 cc,,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5.0,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Remote,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2610 mm,205/65 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal",433 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,3 Years Unlimited Kilometres,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors with camera,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
971.0,Kia,Seltos,Htk Plus 1.5,1149000,1497 cc,,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5.0,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Smart Key,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2610 mm,205/65 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal",433 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,3 Years Unlimited Kilometres,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,,4.0,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,Yes,,,Yes,,,Yes,,,,,
972.0,Kia,Seltos,Htx 1.5,1309000,1497 cc,,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5.0,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,,Smart Key,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,,,,Yes,Normal,Yes,,,,Yes,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,,2.0,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
973.0,Kia,Seltos,Htx Cvt 1.5,1409000,1497 cc,,,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5.0,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,Digital,Yes,5.0,Leather,Automatic,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4.0,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Driver,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
